"codice","descrizione"
"01571","Tubercolosi di altre ossa, esame batteriologico o istologico non effettuato"
"01572","Tubercolosi di altre ossa, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01573","Tubercolosi di altre ossa, esame microscopico dell’espettorato positivo"
"01574","Tubercolosi di altre ossa, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01575","Tubercolosi di altre ossa, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01576","Tubercolosi di altre ossa, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0158","Tubercolosi di altre articolazioni"
"01580","Tubercolosi di altre articolazioni, non specificata"
"01581","Tubercolosi di altre articolazioni, esame batteriologico o istologico non effettuato"
"01582","Tubercolosi di altre articolazioni, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01583","Tubercolosi di altre articolazioni, esame microscopico dell’espettorato positivo"
"01584","Tubercolosi di altre articolazioni, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01585","Tubercolosi di altre articolazioni, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01586","Tubercolosi di altre articolazioni, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0159","Tubercolosi di altre ossa e articolazioni non specificata"
"01590","Tubercolosi di altre ossa e articolazioni non specificata"
"01591","Tubercolosi di altre ossa e articolazioni non specificata, esame batteriologico o istologico non effettuato"
"01592","Tubercolosi di altre ossa e articolazioni non specificata, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01593","Tubercolosi di altre ossa e articolazioni non specificata, esame microscopico dell’espettorato positivo"
"01594","Tubercolosi di altre ossa e articolazioni non specificata, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01595","Tubercolosi di altre ossa e articolazioni non specificata, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01596","Tubercolosi di altre ossa e articolazioni non specificata, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"016","Tubercolosi dell’apparato genitourinario"
"0160","Tubercolosi renale"
"01600","Tubercolosi renale, non specificata"
"01601","Tubercolosi renale, esame batteriologico o istologico non effettuato"
"01602","Tubercolosi renale, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01603","Tubercolosi renale, esame microscopico dell’espettorato positivo"
"01604","Tubercolosi renale, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01605","Tubercolosi renale, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01606","Tubercolosi renale, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0161","Tubercolosi della vescica"
"01610","Tubercolosi della vescica, non specificata"
"01611","Tubercolosi della vescica, esame batteriologico o istologico non effettuato"
"01612","Tubercolosi della vescica, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01613","Tubercolosi della vescica, esame microscopico dell’espettorato positivo"
"01614","Tubercolosi della vescica, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01615","Tubercolosi della vescica, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01616","Tubercolosi della vescica, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0162","Tubercolosi dell’uretere"
"01620","Tubercolosi dell’uretere, non specificata"
"01621","Tubercolosi dell’uretere, esame batteriologico o istologico non effettuato"
"01622","Tubercolosi dell’uretere, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01623","Tubercolosi dell’uretere, esame microscopico dell’espettorato positivo"
"01624","Tubercolosi dell’uretere, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01625","Tubercolosi dell’uretere, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01626","Tubercolosi dell’uretere, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0163","Tubercolosi di altri organi urinari"
"01630","Tubercolosi di altri organi urinari, non specificata"
"01631","Tubercolosi di altri organi urinari, esame batteriologico o istologico non effettuato"
"01632","Tubercolosi di altri organi urinari, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01633","Tubercolosi di altri organi urinari, esame microscopico dell’espettorato positivo"
"01634","Tubercolosi di altri organi urinari, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01635","Tubercolosi di altri organi urinari, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01636","Tubercolosi di altri organi urinari, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0164","Tubercolosi dell’epididimo"
"01640","Tubercolosi dell’epididimo, non specificata"
"01641","Tubercolosi dell’epididimo, esame batteriologico o istologico non effettuato"
"01642","Tubercolosi dell’epididimo, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01643","Tubercolosi dell’epididimo, esame microscopico dell’espettorato positivo"
"01644","Tubercolosi dell’epididimo, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01645","Tubercolosi dell’epididimo, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01646","Tubercolosi dell’epididimo, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0165","Tubercolosi di altri organi genitali maschili"
"01650","Tubercolosi di altri organi genitali maschili, non specificata"
"01651","Tubercolosi di altri organi genitali maschili, esame batteriologico o istologico non effettuato"
"01652","Tubercolosi di altri organi genitali maschili, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01653","Tubercolosi di altri organi genitali maschili, esame microscopico dell’espettorato positivo"
"01654","Tubercolosi di altri organi genitali maschili, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01655","Tubercolosi di altri organi genitali maschili, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01656","Tubercolosi di altri organi genitali maschili, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0166","Ooforite e salpingite tubercolari"
"01660","Ooforite e salpingite tubercolari, non specificata"
"01661","Ooforite e salpingite tubercolari, esame batteriologico o istologico non effettuato"
"01662","Ooforite e salpingite tubercolari, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01663","Ooforite e salpingite tubercolari, esame microscopico dell’espettorato positivo"
"01664","Ooforite e salpingite tubercolari, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01665","Ooforite e salpingite tubercolari, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01666","Ooforite e salpingite tubercolari, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0167","Tubercolosi di altri organi genitali femminili"
"01670","Tubercolosi di altri organi genitali femminili, non specificata"
"01671","Tubercolosi di altri organi genitali femminili, esame batteriologico o istologico non effettuato"
"01672","Tubercolosi di altri organi genitali femminili, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01673","Tubercolosi di altri organi genitali femminili, esame microscopico dell’espettorato positivo"
"01674","Tubercolosi di altri organi genitali femminili, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01675","Tubercolosi di altri organi genitali femminili, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01676","Tubercolosi di altri organi genitali femminili, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0169","Tubercolosi genitourinaria non specificata"
"01690","Tubercolosi genitourinaria non specificata"
"01691","Tubercolosi genitourinaria non specificata, esame batteriologico o istologico non effettuato"
"01692","Tubercolosi genitourinaria non specificata, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01693","Tubercolosi genitourinaria non specificata, esame microscopico dell’espettorato positivo"
"01694","Tubercolosi genitourinaria non specificata, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01695","Tubercolosi genitourinaria non specificata, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01696","Tubercolosi genitourinaria non specificata, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"017","Tubercolosi degli altri organi"
"0170","Tubercolosi della pelle e del tessuto cellulare sottocutaneo"
"01700","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, non specificata"
"01701","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, esame batteriologico o istologico non effettuato"
"01702","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01703","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, esame microscopico dell’espettorato positivo"
"01704","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01705","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
"01706","Tubercolosi della pelle e del tessuto cellulare sottocutaneo, esami batteriologici o istologici negativi, ma tubercolosi confermata in laboratorio con altri metodi"
"0171","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi"
"01710","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, non specificato"
"01711","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, esame batteriologico o istologico non effettuato"
"01712","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, risultato dell’esame batteriologico o istologico non conosciuto (allo stato attuale)"
"01713","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, esame microscopico dell’espettorato positivo"
"01714","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, esame microscopico dell’espettorato negativo, ma con esame colturale positivo"
"01715","Eritema nodoso con reazione d’ipersensibilita' in corso di tubercolosi, esame batteriologico negativo, ma tubercolosi confermata istologicamente"
